Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,A-xAG,KP,1/3,PPA,CrsPA,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Comp
21,Florian Ballas,de GER,DF,Dresden,25,1993,12,11,993,11.0,0,0,0,0,0,0,3,0,0.00,21,de GER,DF,25,1993,11.0,0,4,0,0.0,0.36,0.00,0.00,,,0,0,21,de GER,DF,25,1993,11.0,,,,,,0,,,,,,21,de GER,DF,25,1993,11.0,,,,,,,4,,,,,,,,,21,de GER,DF,25,1993,11.0,,,,,,,,,,,21,de GER,DF,25,1993,11.0,,4,,,,,,,,,,13,,,,21,de GER,DF,25,1993,11.0,,,,,,,,,,,,,,,,,,,,,23,de GER,DF,25,1993,12,993,83,32.5,11.0,11,90,11,1,2,1,1.25,12,12,0,0.00,+0.30,21,de GER,DF,25,1993,11.0,3,0,0,9,4,0,4,13,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
22,Jannik Bandowski,de GER,DF,Bochum,24,1994,3,2,208,2.3,0,2,2,0,0,0,0,0,0.87,22,de GER,DF,24,1994,2.3,0,1,0,0.0,0.43,0.00,0.00,,,0,0,22,de GER,DF,24,1994,2.3,,,,,,2,,,,,,22,de GER,DF,24,1994,2.3,,,,,,,6,,,,,,,,,22,de GER,DF,24,1994,2.3,,,,,,,,,,,22,de GER,DF,24,1994,2.3,,3,,,,,,,,,,2,,,,22,de GER,DF,24,1994,2.3,,,,,,,,,,,,,,,,,,,,,24,de GER,DF,24,1994,3,208,69,6.8,2.3,2,91,2,1,27,1,1.33,5,3,+2,+0.87,+0.96,22,de GER,DF,24,1994,2.3,0,0,0,1,2,0,6,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
23,David Bates,sct SCO,DF,Hamburger SV,21,1996,25,22,1940,21.6,1,0,1,1,0,0,4,1,0.05,23,sct SCO,DF,21,1996,21.6,1,8,3,37.5,0.37,0.14,0.13,0.33,,0,0,23,sct SCO,DF,21,1996,21.6,,,,,,0,,,,,,23,sct SCO,DF,21,1996,21.6,,,,,,,0,,,,,,,,,23,sct SCO,DF,21,1996,21.6,,,,,,,,,,,23,sct SCO,DF,21,1996,21.6,,25,,,,,,,,,,30,,,,23,sct SCO,DF,21,1996,21.6,,,,,,,,,,,,,,,,,,,,,27,sct SCO,DF,21,1996,25,1940,78,63.4,21.6,22,85,19,3,25,6,1.68,27,19,+8,+0.37,+0.77,23,sct SCO,DF,21,1996,21.6,4,1,1,33,22,1,0,30,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
24,Maximilian Bauer,de GER,DF,Greuther Fürth,18,2000,7,3,292,3.2,0,0,0,0,0,0,2,1,0.00,24,de GER,DF,18,2000,3.2,0,0,0,,0.00,0.00,,,,0,0,24,de GER,DF,18,2000,3.2,,,,,,0,,,,,,24,de GER,DF,18,2000,3.2,,,,,,,0,,,,,,,,,24,de GER,DF,18,2000,3.2,,,,,,,,,,,24,de GER,DF,18,2000,3.2,,5,,,,,,,,,,5,,,,24,de GER,DF,18,2000,3.2,,,,,,,,,,,,,,,,,,,,,28,de GER,DF,18,2000,7,292,42,9.5,3.2,3,78,2,4,15,13,1.29,3,3,0,0.00,+0.62,24,de GER,DF,18,2000,3.2,2,1,1,6,9,0,0,5,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
25,Tom Baumgart,de GER,MF,Erzgebirge Aue,20,1997,9,4,350,3.9,0,1,1,0,0,0,2,0,0.26,25,de GER,MF,20,1997,3.9,0,2,1,50.0,0.51,0.26,0.00,0.00,,0,0,25,de GER,MF,20,1997,3.9,,,,,,1,,,,,,25,de GER,MF,20,1997,3.9,,,,,,,7,,,,,,,,,25,de GER,MF,20,1997,3.9,,,,,,,,,,,25,de GER,MF,20,1997,3.9,,10,,,,,,,,,,5,,,,25,de GER,MF,20,1997,3.9,,,,,,,,,,,,,,,,,,,,,29,de GER,MF,20,1997,9,350,39,11.4,3.9,4,73,2,5,12,9,1.56,7,4,+3,+0.77,+1.00,25,de GER,MF,20,1997,3.9,2,0,0,15,11,0,7,5,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
26,Dominik Baumgartner,at AUT,DF,Bochum,22,1996,11,8,668,7.4,1,0,1,1,0,0,1,0,0.13,26,at AUT,DF,22,1996,7.4,1,7,1,14.3,0.94,0.13,0.14,1.00,,0,0,26,at AUT,DF,22,1996,7.4,,,,,,0,,,,,,26,at AUT,DF,22,1996,7.4,,,,,,,10,,,,,,,,,26,at AUT,DF,22,1996,7.4,,,,,,,,,,,26,at AUT,DF,22,1996,7.4,,7,,,,,,,,,,7,,,,26,at AUT,DF,22,1996,7.4,,,,,,,,,,,,,,,,,,,,,30,at AUT,DF,22,1996,11,668,61,21.8,7.4,8,78,4,3,16,2,1.36,11,12,-1,-0.13,-0.13,26,at AUT,DF,22,1996,7.4,1,0,0,10,6,1,10,7,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
27,Christian Beck,de GER,FW,Magdeburg,30,1988,31,28,2582,28.7,10,4,14,10,0,0,2,0,0.49,27,de GER,FW,30,1988,28.7,10,63,23,36.5,2.20,0.80,0.16,0.43,,0,0,27,de GER,FW,30,1988,28.7,,,,,,4,,,,,,27,de GER,FW,30,1988,28.7,,,,,,,13,,,,,,,,,27,de GER,FW,30,1988,28.7,,,,,,,,,,,27,de GER,FW,30,1988,28.7,,9,,,,,,,,,,3,,,,27,de GER,FW,30,1988,28.7,,,,,,,,,,,,,,,,,,,,,31,de GER,FW,30,1988,31,2582,83,84.4,28.7,28,87,25,3,45,0,0.94,33,48,-15,-0.52,+0.04,27,de GER,FW,30,1988,28.7,2,0,0,39,68,22,13,3,9,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
28,Timo Beermann,de GER,DF,Heidenheim,27,1990,25,25,2181,24.2,1,1,2,1,0,0,2,0,0.08,28,de GER,DF,27,1990,24.2,1,15,3,20.0,0.62,0.12,0.07,0.33,,0,0,28,de GER,DF,27,1990,24.2,,,,,,1,,,,,,28,de GER,DF,27,1990,24.2,,,,,,,0,,,,,,,,,28,de GER,DF,27,1990,24.2,,,,,,,,,,,28,de GER,DF,27,1990,24.2,,12,,,,,,,,,,38,,,,28,de GER,DF,27,1990,24.2,,,,,,,,,,,,,,,,,,,,,32,de GER,DF,27,1990,25,2181,87,71.3,24.2,25,87,22,0,,2,1.52,34,28,+6,+0.25,-0.16,28,de GER,DF,27,1990,24.2,2,0,0,19,5,1,0,38,12,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
29,Brian Behrendt,de GER,DF,Arminia,26,1991,26,26,2254,25.0,0,0,0,0,0,0,6,1,0.00,29,de GER,DF,26,1991,25.0,0,22,5,22.7,0.88,0.20,0.00,0.00,,0,0,29,de GER,DF,26,1991,25.0,,,,,,0,,,,,,29,de GER,DF,26,1991,25.0,,,,,,,3,,,,,,,,,29,de GER,DF,26,1991,25.0,,,,,,,,,,,29,de GER,DF,26,1991,25.0,,34,,,,,,,,,,64,,,,29,de GER,DF,26,1991,25.0,,,,,,,,,,,,,,,,,,,,,33,de GER,DF,26,1991,26,2254,87,73.7,25.0,26,87,23,0,,6,1.54,42,39,+3,+0.12,+0.23,29,de GER,DF,26,1991,25.0,6,1,0,26,18,0,3,64,34,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
30,Kevin Behrens,de GER,"FW,MF",Sandhausen,27,1991,30,12,1477,16.4,4,3,7,4,0,0,2,0,0.43,30,de GER,"FW,MF",27,1991,16.4,4,38,13,34.2,2.32,0.79,0.11,0.31,,0,0,30,de GER,"FW,MF",27,1991,16.4,,,,,,3,,,,,,30,de GER,"FW,MF",27,1991,16.4,,,,,,,14,,,,,,,,,30,de GER,"FW,MF",27,1991,16.4,,,,,,,,,,,30,de GER,"FW,MF",27,1991,16.4,,2,,,,,,,,,,11,,,,30,de GER,"FW,MF",27,1991,16.4,,,,,,,,,,,,,,,,,,,,,34,de GER,"FW,MF",27,1991,30,1477,49,48.3,16.4,12,91,11,18,21,2,1.20,24,27,-3,-0.18,+0.04,30,de GER,"FW,MF",27,1991,16.4,2,0,0,36,23,7,14,11,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
31,Armel Bella Kotchap,de GER,DF,Bochum,16,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,31,de GER,DF,16,2001,4.0,0,3,1,33.3,0.75,0.25,0.00,0.00,,0,0,31,de GER,DF,16,2001,4.0,,,,,,0,,,,,,31,de GER,DF,16,2001,4.0,,,,,,,1,,,,,,,,,31,de GER,DF,16,2001,4.0,,,,,,,,,,,31,de GER,DF,16,2001,4.0,,2,,,,,,,,,,9,,,,31,de GER,DF,16,2001,4.0,,,,,,,,,,,,,,,,,,,,,36,de GER,DF,16,2001,4,360,90,11.8,4.0,4,90,4,0,,2,1.25,8,7,+1,+0.25,+0.32,31,de GER,DF,16,2001,4.0,0,0,0,2,2,1,1,9,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
32,Rico Benatelli,de GER,MF,Dresden,26,1992,24,22,1912,21.2,1,0,1,1,0,0,2,0,0.05,32,de GER,MF,26,1992,21.2,1,23,10,43.5,1.08,0.47,0.04,0.10,,0,0,32,de GER,MF,26,1992,21.2,,,,,,0,,,,,,32,de GER,MF,26,1992,21.2,,,,,,,4,,,,,,,,,32,de GER,MF,26,1992,21.2,,,,,,,,,,,32,de GER,MF,26,1992,21.2,,24,,,,,,,,,,21,,,,32,de GER,MF,26,1992,21.2,,,,,,,,,,,,,,,,,,,,,37,de GER,MF,26,1992,24,1912,80,62.5,21.2,22,85,17,2,27,3,1.25,23,34,-11,-0.52,-0.83,32,de GER,MF,26,1992,21.2,2,0,0,17,37,0,4,21,24,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
33,László Bénes,sk SVK,MF,Holstein Kiel,20,1997,15,8,719,8.0,2,6,8,2,0,0,2,0,1.00,33,sk SVK,MF,20,1997,8.0,2,16,5,31.3,2.00,0.63,0.13,0.40,,0,0,33,sk SVK,MF,20,1997,8.0,,,,,,6,,,,,,33,sk SVK,MF,20,1997,8.0,,,,,,,76,,,,,,,,,33,sk SVK,MF,20,1997,8.0,,,,,,,,,,,33,sk SVK,MF,20,1997,8.0,,6,,,,,,,,,,12,,,,33,sk SVK,MF,20,1997,8.0,,,,,,,,,,,,,,,,,,,,,38,sk SVK,MF,20,1997,15,719,48,23.5,8.0,8,72,2,7,21,1,1.07,14,15,-1,-0.13,-0.51,33,sk SVK,MF,20,1997,8.0,2,0,0,18,24,2,76,12,6,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
34,Charlison Benschop,cw CUW,"FW,MF",Ingolstadt 04,28,1989,9,3,355,3.9,1,0,1,1,0,0,0,0,0.25,34,cw CUW,"FW,MF",28,1989,3.9,1,7,3,42.9,1.77,0.76,0.14,0.33,,0,0,34,cw CUW,"FW,MF",28,1989,3.9,,,,,,0,,,,,,34,cw CUW,"FW,MF",28,1989,3.9,,,,,,,3,,,,,,,,,34,cw CUW,"FW,MF",28,1989,3.9,,,,,,,,,,,34,cw CUW,"FW,MF",28,1989,3.9,,1,,,,,,,,,,1,,,,34,cw CUW,"FW,MF",28,1989,3.9,,,,,,,,,,,,,,,,,,,,,39,cw CUW,"FW,MF",28,1989,9,355,39,11.6,3.9,3,62,0,6,28,4,0.44,3,11,-8,-2.03,-1.90,34,cw CUW,"FW,MF",28,1989,3.9,0,0,0,8,4,2,3,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
35,Mergim Berisha,de GER,FW,Magdeburg,20,1998,4,0,17,0.2,0,0,0,0,0,0,0,0,0.00,35,de GER,FW,20,1998,0.2,0,2,0,0.0,10.59,0.00,0.00,,,0,0,35,de GER,FW,20,1998,0.2,,,,,,0,,,,,,35,de GER,FW,20,1998,0.2,,,,,,,1,,,,,,,,,35,de GER,FW,20,1998,0.2,,,,,,,,,,,35,de GER,FW,20,1998,0.2,,2,,,,,,,,,,0,,,,35,de GER,FW,20,1998,0.2,,,,,,,,,,,,,,,,,,,,,41,de GER,FW,20,1998,4,17,4,0.6,0.2,0,,0,4,3,3,0.50,0,2,-2,-10.59,-10.12,35,de GER,FW,20,1998,0.2,0,0,0,1,0,0,1,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
36,Erich Berko,de GER,"FW,MF",Dresden,23,1994,27,14,1463,16.3,6,2,8,6,0,0,2,0,0.49,36,de GER,"FW,MF",23,1994,16.3,6,28,12,42.9,1.72,0.74,0.21,0.50,,0,0,36,de GER,"FW,MF",23,1994,16.3,,,,,,2,,,,,,36,de GER,"FW,MF",23,1994,16.3,,,,,,,9,,,,,,,,,36,de GER,"FW,MF",23,1994,16.3,,,,,,,,,,,36,de GER,"FW,MF",23,1994,16.3,,26,,,,,,,,,,12,,,,36,de GER,"FW,MF",23,1994,16.3,,,,,,,,,,,,,,,,,,,,,42,de GER,"FW,MF",23,1994,27,1463,54,47.8,16.3,14,86,10,13,20,3,1.26,22,27,-5,-0.31,-0.19,36,de GER,"FW,MF",23,1994,16.3,2,0,0,43,38,4,9,12,26,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
37,Sören Bertram,de GER,"FW,MF",Erzgebirge Aue,27,1991,11,6,599,6.7,0,1,1,0,0,0,0,0,0.15,37,de GER,"FW,MF",27,1991,6.7,0,17,6,35.3,2.55,0.90,0.00,0.00,,0,0,37,de GER,"FW,MF",27,1991,6.7,,,,,,1,,,,,,37,de GER,"FW,MF",27,1991,6.7,,,,,,,23,,,,,,,,,37,de GER,"FW,MF",27,1991,6.7,,,,,,,,,,,37,de GER,"FW,MF",27,1991,6.7,,2,,,,,,,,,,1,,,,37,de GER,"FW,MF",27,1991,6.7,,,,,,,,,,,,,,,,,,,,,43,de GER,"FW,MF",27,1991,11,599,54,19.6,6.7,6,81,2,5,23,0,1.00,4,8,-4,-0.60,-0.60,37,de GER,"FW,MF",27,1991,6.7,0,0,0,6,16,10,23,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
38,Sören Bertram,de GER,MF,Darmstadt 98,27,1991,9,2,256,2.8,1,1,2,1,0,0,0,0,0.70,38,de GER,MF,27,1991,2.8,1,5,2,40.0,1.76,0.70,0.20,0.50,,0,0,38,de GER,MF,27,1991,2.8,,,,,,1,,,,,,38,de GER,MF,27,1991,2.8,,,,,,,22,,,,,,,,,38,de GER,MF,27,1991,2.8,,,,,,,,,,,38,de GER,MF,27,1991,2.8,,2,,,,,,,,,,2,,,,38,de GER,MF,27,1991,2.8,,,,,,,,,,,,,,,,,,,,,44,de GER,MF,27,1991,9,256,28,8.4,2.8,2,64,0,7,18,3,1.78,9,4,+5,+1.76,+2.18,38,de GER,MF,27,1991,2.8,0,0,0,4,11,2,22,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
39,Lukas Boeder,de GER,DF,Paderborn 07,21,1997,7,2,303,3.4,1,0,1,1,0,0,0,0,0.30,39,de GER,DF,21,1997,3.4,1,2,1,50.0,0.59,0.30,0.50,1.00,,0,0,39,de GER,DF,21,1997,3.4,,,,,,0,,,,,,39,de GER,DF,21,1997,3.4,,,,,,,12,,,,,,,,,39,de GER,DF,21,1997,3.4,,,,,,,,,,,39,de GER,DF,21,1997,3.4,,2,,,,,,,,,,8,,,,39,de GER,DF,21,1997,3.4,,,,,,,,,,,,,,,,,,,,,45,de GER,DF,21,1997,7,303,43,9.9,3.4,2,92,2,5,24,26,1.57,8,5,+3,+0.89,+0.14,39,de GER,DF,21,1997,3.4,0,0,0,2,2,0,12,8,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
40,Dustin Bomheuer,de GER,DF,MSV Duisburg,27,1991,23,23,2016,22.4,1,0,1,1,0,0,5,0,0.04,40,de GER,DF,27,1991,22.4,1,16,4,25.0,0.71,0.18,0.06,0.25,,0,0,40,de GER,DF,27,1991,22.4,,,,,,0,,,,,,40,de GER,DF,27,1991,22.4,,,,,,,0,,,,,,,,,40,de GER,DF,27,1991,22.4,,,,,,,,,,,40,de GER,DF,27,1991,22.4,,14,,,,,,,,,,54,,,,40,de GER,DF,27,1991,22.4,,,,,,,,,,,,,,,,,,,,,46,de GER,DF,27,1991,23,2016,88,65.9,22.4,23,88,21,0,,2,0.96,27,37,-10,-0.45,+0.93,40,de GER,DF,27,1991,22.4,5,0,0,19,17,0,0,54,14,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
41,Julian Börner,de GER,DF,Arminia,27,1991,25,25,2182,24.2,3,1,4,3,0,0,3,1,0.16,41,de GER,DF,27,1991,24.2,3,31,7,22.6,1.28,0.29,0.10,0.43,,0,0,41,de GER,DF,27,1991,24.2,,,,,,1,,,,,,41,de GER,DF,27,1991,24.2,,,,,,,0,,,,,,,,,41,de GER,DF,27,1991,24.2,,,,,,,,,,,41,de GER,DF,27,1991,24.2,,23,,,,,,,,,,37,,,,41,de GER,DF,27,1991,24.2,,,,,,,,,,,,,,,,,,,,,47,de GER,DF,27,1991,25,2182,87,71.3,24.2,25,87,23,0,,2,1.48,36,34,+2,+0.08,+0.08,41,de GER,DF,27,1991,24.2,3,1,0,23,27,1,0,37,23,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
42,Terrence Boyd,us USA,FW,Darmstadt 98,27,1991,11,1,157,1.7,0,0,0,0,0,0,1,0,0.00,42,us USA,FW,27,1991,1.7,0,4,2,50.0,2.29,1.15,0.00,0.00,,0,0,42,us USA,FW,27,1991,1.7,,,,,,0,,,,,,42,us USA,FW,27,1991,1.7,,,,,,,2,,,,,,,,,42,us USA,FW,27,1991,1.7,,,,,,,,,,,42,us USA,FW,27,1991,1.7,,1,,,,,,,,,,0,,,,42,us USA,FW,27,1991,1.7,,,,,,,,,,,,,,,,,,,,,49,us USA,FW,27,1991,11,157,14,5.1,1.7,1,94,0,10,6,7,1.09,1,5,-4,-2.29,-2.17,42,us USA,FW,27,1991,1.7,1,0,0,13,2,0,2,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
43,Jonas Brändle,de GER,MF,Heidenheim,18,2000,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,43,de GER,MF,18,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,43,de GER,MF,18,2000,0.0,,,,,,0,,,,,,43,de GER,MF,18,2000,0.0,,,,,,,0,,,,,,,,,43,de GER,MF,18,2000,0.0,,,,,,,,,,,43,de GER,MF,18,2000,0.0,,0,,,,,,,,,,0,,,,43,de GER,MF,18,2000,0.0,,,,,,,,,,,,,,,,,,,,,50,de GER,MF,18,2000,1,4,4,0.1,0.0,0,,0,1,3,0,0.00,0,0,0,0.00,-0.29,43,de GER,MF,18,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
44,Sören Brandy,de GER,MF,Arminia,33,1985,7,0,23,0.3,0,0,0,0,0,0,0,0,0.00,44,de GER,MF,33,1985,0.3,0,1,1,100.0,3.91,3.91,0.00,0.00,,0,0,44,de GER,MF,33,1985,0.3,,,,,,0,,,,,,44,de GER,MF,33,1985,0.3,,,,,,,0,,,,,,,,,44,de GER,MF,33,1985,0.3,,,,,,,,,,,44,de GER,MF,33,1985,0.3,,0,,,,,,,,,,0,,,,44,de GER,MF,33,1985,0.3,,,,,,,,,,,,,,,,,,,,,51,de GER,MF,33,1985,7,23,3,0.8,0.3,0,,0,7,2,3,2.00,0,1,-1,-3.91,-4.00,44,de GER,MF,33,1985,0.3,0,0,0,3,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
45,Romain Brégerie,fr FRA,DF,Magdeburg,31,1986,8,8,704,7.8,0,0,0,0,0,0,2,0,0.00,45,fr FRA,DF,31,1986,7.8,0,7,5,71.4,0.89,0.64,0.00,0.00,,0,0,45,fr FRA,DF,31,1986,7.8,,,,,,0,,,,,,45,fr FRA,DF,31,1986,7.8,,,,,,,3,,,,,,,,,45,fr FRA,DF,31,1986,7.8,,,,,,,,,,,45,fr FRA,DF,31,1986,7.8,,7,,,,,,,,,,13,,,,45,fr FRA,DF,31,1986,7.8,,,,,,,,,,,,,,,,,,,,,52,fr FRA,DF,31,1986,8,704,88,23.0,7.8,8,88,7,0,,9,0.75,10,16,-6,-0.77,-0.31,45,fr FRA,DF,31,1986,7.8,2,0,0,4,5,2,3,13,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
46,Steve Breitkreuz,de GER,DF,Erzgebirge Aue,26,1992,17,17,1448,16.1,0,2,2,0,0,0,2,0,0.12,46,de GER,DF,26,1992,16.1,0,3,0,0.0,0.19,0.00,0.00,,,0,0,46,de GER,DF,26,1992,16.1,,,,,,2,,,,,,46,de GER,DF,26,1992,16.1,,,,,,,0,,,,,,,,,46,de GER,DF,26,1992,16.1,,,,,,,,,,,46,de GER,DF,26,1992,16.1,,22,,,,,,,,,,16,,,,46,de GER,DF,26,1992,16.1,,,,,,,,,,,,,,,,,,,,,53,de GER,DF,26,1992,17,1448,85,47.3,16.1,17,85,15,0,,0,1.59,30,20,+10,+0.62,+1.40,46,de GER,DF,26,1992,16.1,2,0,0,10,17,1,0,16,22,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
47,Svend Brodersen,de GER,GK,St. Pauli,21,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,47,de GER,GK,21,1997,2.0,0,0,0,,0.00,0.00,,,,0,0,47,de GER,GK,21,1997,2.0,,,,,,0,,,,,,47,de GER,GK,21,1997,2.0,,,,,,,0,,,,,,,,,47,de GER,GK,21,1997,2.0,,,,,,,,,,,47,de GER,GK,21,1997,2.0,,0,,,,,,,,,,0,,,,47,de GER,GK,21,1997,2.0,,,,,,,,,,,,,,,,,,,,,55,de GER,GK,21,1997,2,180,90,5.9,2.0,2,90,2,0,,31,0.00,2,6,-4,-2.00,-1.91,47,de GER,GK,21,1997,2.0,0,0,0,0,2,0,0,0,0,0,0,0,1,de GER,GK,21,1997,2,2,180,2.0,6,3.00,15,10,66.7,0,0,2,0,0.0,1,1,0,0,1,de GER,GK,21,1997,2.0,6,1,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
