Season,Squad,Min_squad,90s_squad,Age_squad_mean,NumPlayers_squad,OffScore_squad,MidScore_squad,DefScore_squad,IntensityScore_squad,OverallScore_squad,Comp
2021-2022,Inter,38299.0,425.7,29.374195148698394,26,644.5308015616528,552.9267596352379,523.5086293241942,480.4827064696722,573.6553968403617,it Serie A
2021-2022,Juventus,39587.0,439.6,27.51774825068836,32,509.82607395093504,491.4960873897346,550.8164398662683,474.01245768416123,517.379533735646,it Serie A
2021-2022,Köln,33756.0,375.3,27.433632539400403,26,475.931062745976,461.9609190077046,683.1675592725588,518.3982347003464,540.3531803420798,de Bundesliga
2021-2022,Lazio,37838.0,420.50000000000006,29.098118293778736,27,519.3073063597094,623.0687261655441,492.91179698392534,455.10866207876035,545.0959431697263,it Serie A
2021-2022,Leeds United,37656.0,418.5,26.469704695134908,30,370.2134829382151,437.8731032768334,660.9959141927326,493.35370798929915,489.69416680259366,eng Premier League
2021-2022,Leicester City,37620.0,418.09999999999997,26.89021531100478,28,549.2030399863456,487.1876412314825,650.7418463586602,488.3035317805268,562.3775091921628,eng Premier League
2021-2022,Lens,37539.0,417.2,26.721022995201242,28,441.2076975541006,469.29782250308165,621.46656729256,467.41013906176755,510.65736244991405,fr Ligue 1
2021-2022,Levante,37782.0,419.90000000000003,28.534374578147357,31,462.50238591677066,470.4340857208734,544.1415095661512,427.09487235681246,492.3593270679317,es La Liga
2021-2022,Leverkusen,33648.0,373.80000000000007,24.95602220166512,29,641.0080183369355,568.4428103200348,581.6124352228718,462.4530889589362,597.0210879599473,de Bundesliga
2021-2022,Lille,37560.0,417.20000000000005,26.3253887113951,26,381.1739095081025,545.4317521936964,590.0715980999378,472.0935282938993,505.5590866005789,fr Ligue 1
2021-2022,Liverpool,37660.0,418.4,28.221307901907355,27,699.909811949547,604.6855370551486,536.7990208585159,508.7636610552622,613.7981232877372,eng Premier League
2021-2022,Lorient,37635.0,418.20000000000005,26.611111996811477,28,373.2775231439199,535.5061610406447,567.8696391301623,456.9555106674642,492.2177744382423,fr Ligue 1
2021-2022,Lyon,39182.0,435.4,25.924066637303415,29,567.2174786726769,542.6658114480158,593.1382098893484,506.8691602368541,567.6738333366803,fr Ligue 1
2021-2022,Mainz 05,33696.0,374.3999999999999,26.577371201329537,27,468.1182944825147,591.777958201814,602.3707004234266,524.2977090637527,554.0889843692518,de Bundesliga
2021-2022,Mallorca,37763.0,419.5,28.675053891536194,33,323.7378578637882,433.7960748292347,562.048969487914,472.88805085381625,439.8609673936456,es La Liga
2021-2022,Manchester City,37633.0,418.2,27.615522551305297,26,640.6759006829384,568.2095538543306,516.085246927572,489.5339130758607,574.9902338216137,eng Premier League
2021-2022,Manchester Utd,37443.0,415.79999999999995,27.687922976257244,27,497.9426660211005,597.6772386672743,588.6777551083661,480.42204695806527,561.4325532655803,eng Premier League
2021-2022,Marseille,37590.0,417.8,25.51174205445276,26,487.81480007034685,494.13599976801817,530.1858170826104,452.5154569430985,504.0455389736585,fr Ligue 1
2021-2022,Metz,36914.0,410.09999999999997,26.511717260595397,35,330.4230610570987,444.78757324975055,632.2554670371983,474.20159476975726,469.1553671146825,fr Ligue 1
2021-2022,Milan,37524.0,416.79999999999995,26.02963170237715,26,515.9079348604201,548.3178427227787,607.0723762865147,517.2767553883762,557.0993846232378,it Serie A
2021-2022,Monaco,37625.0,418.3,24.99351286195655,27,533.8510144764967,521.2563933663782,606.9413959160479,509.143365617997,554.016267919641,fr Ligue 1
2021-2022,Montpellier,36989.0,411.09999999999997,26.2149478124493,25,424.4673381219376,430.79258337930565,568.1588669410199,444.2247249199656,474.4729294807544,fr Ligue 1
2021-2022,Nantes,37594.0,417.9,26.492887162845136,26,477.5589358748766,467.91331021211755,658.1670746932374,483.38123929603455,534.5464402600772,fr Ligue 1
2021-2022,Napoli,37709.0,418.90000000000003,28.333318305974696,27,521.5924884238249,531.0457506440799,532.0748833669613,455.9089867662267,528.2377074782887,it Serie A
2021-2022,Newcastle Utd,41484.0,461.2,28.017539292257258,29,274.11154189081236,446.66049549467544,570.5357322614635,472.92450281454404,430.43592321565046,eng Premier League
2021-2022,Nice,37858.0,420.69999999999993,25.480500818849382,26,477.48129763742776,442.70829107180316,628.624609942848,478.69695372795843,516.271399550693,fr Ligue 1
2021-2022,Norwich City,37679.0,418.5,26.59995753602803,28,244.62972480294914,370.23426810257126,618.6154899202326,438.66950742352174,411.1598276085843,eng Premier League
2021-2022,Osasuna,37760.0,419.6,27.87189432570251,29,345.6203009623406,375.8273184564111,584.7899689749667,480.0853207985186,435.4125294645728,es La Liga
2021-2022,Paris FC,1164.0,13.0,28.4377147766323,3,355.45690696368405,317.29220004323554,,458.52406122798635,336.37455350345977,fr Ligue 1
2021-2022,Paris S-G,37654.0,418.19999999999993,28.182519785414566,35,743.0481508717837,564.2050845127862,526.4408271272206,480.3838164029577,611.2313541705968,fr Ligue 1
2021-2022,RB Leipzig,33710.0,374.5,25.714278933159285,28,646.7568852514427,477.9748696412945,631.0889146989659,501.6459184647332,585.2735565305677,de Bundesliga
2021-2022,Rayo Vallecano,38144.0,424.0,27.927718645134227,28,391.7428193041147,449.7163254059914,518.4833801902444,491.51093089469856,453.31417496678347,es La Liga
2021-2022,Real Madrid,37729.0,419.20000000000005,28.094639350352953,31,715.5272847885851,616.1313445720552,523.5258424639869,466.525674436438,618.3948239415424,es La Liga
2021-2022,Real Sociedad,37705.0,418.79999999999995,26.164899378750064,32,356.8378159562166,445.43756904832424,568.9282736860001,495.88545741679246,457.06788623018036,es La Liga
2021-2022,Reims,37192.0,413.4,24.371438604073255,34,406.5324741750602,385.25845233070476,559.0868287863409,442.71887818902957,450.2925850973686,fr Ligue 1
2021-2022,Rennes,37988.0,422.0,25.771775297462355,27,622.9393546108403,458.78912920699474,541.2242828580935,467.77910294952585,540.9842555586429,fr Ligue 1
2021-2022,Roma,37531.0,417.0,26.857877487943302,29,483.97697340303955,582.2289487602764,592.4063995223446,480.3559793212733,552.8707738952202,it Serie A
2021-2022,Saint-Étienne,38685.0,429.50000000000006,25.484591048182146,39,425.11938828670947,454.6321034745881,606.1843881722469,500.2288719230413,495.3119599778482,fr Ligue 1
2021-2022,Salernitana,39541.0,439.20000000000005,28.161943438432036,42,373.05397427524775,384.19163315610257,522.9604739040668,432.7892874305668,426.73536044513907,it Serie A
2021-2022,Sampdoria,37418.0,415.70000000000005,29.6219894168582,30,475.43725679823484,372.8876794926443,621.4090996844761,465.5939207071532,489.9113453251184,it Serie A
2021-2022,Sassuolo,37127.0,412.5,26.640729897962082,27,534.8761130080796,471.466443436619,492.12136603356794,417.68989425079,499.4879741594222,it Serie A
2021-2022,Sevilla,37108.0,412.40000000000003,29.051126479010215,31,426.70579646778907,540.7313920046118,502.646092596824,466.4439505161553,490.02776035640835,es La Liga
2021-2022,Southampton,37658.0,418.20000000000005,26.190936852727173,25,344.0174226655066,571.691188266921,657.7990768409213,498.77295985926344,524.5025625911163,eng Premier League
2021-2022,Spezia,37587.0,417.30000000000007,24.87683315327294,30,304.21951550594133,526.3984419717032,569.7036006234641,440.6445338022385,466.77385270036956,it Serie A
2021-2022,Strasbourg,37601.0,417.9,27.416975612350736,24,516.738269489607,516.4149539489998,624.4839735775965,508.8505663581743,552.5457323387344,fr Ligue 1
2021-2022,Stuttgart,32909.0,365.7,24.470086627815405,33,388.27172416715655,470.5313621446462,602.2685243333614,491.81818412086864,487.0238702150547,de Bundesliga
2021-2022,Torino,39571.0,439.8,25.30767481236259,29,406.4858249421222,506.4703480548908,601.2100922896027,496.6105808015216,504.7220884288719,it Serie A
2021-2022,Tottenham,37038.0,411.5,26.97348668934608,24,644.0466420732496,503.32149503872176,585.674661434492,478.47179621682443,577.6809328488212,eng Premier League
2021-2022,Troyes,37836.0,420.4,27.55203245586214,35,347.49691154116294,454.92108145300375,585.5411295112649,433.89647282834704,462.6530408351439,fr Ligue 1
2021-2022,Udinese,37647.0,417.99999999999994,26.824216283265677,29,551.5636830469184,448.0109578386698,554.9657018279539,449.9452483280083,518.1801142378473,it Serie A
2021-2022,Union Berlin,31186.0,346.5,28.632969922401074,24,502.5408549074825,427.83927928815024,605.2907258400696,468.9951734767561,511.89028667856746,de Bundesliga
2021-2022,Valencia,36119.0,401.50000000000006,25.023985422740523,30,377.376187386052,351.8512321612093,593.387293838265,469.18243826949345,440.8715711285087,es La Liga
2021-2022,Venezia,36320.0,403.6,26.499383259911895,38,396.6032547012036,421.95122791676755,629.1063236397464,456.3854875556908,482.5536020859058,it Serie A
2021-2022,Villarreal,37614.0,417.90000000000003,28.408411115543142,28,526.3737182468353,567.0957701331654,534.1624807686244,457.7356798736692,542.5439897162083,es La Liga
2021-2022,Watford,37698.0,419.20000000000005,28.86332961960846,30,440.58493073905186,393.43480430307176,594.4940529239689,484.79362485651,476.17126265536416,eng Premier League
2021-2022,West Ham,37666.0,418.30000000000007,28.584160781606755,25,490.1983788617408,488.74287430105363,514.7085828851202,462.32505597134326,497.88327868263826,eng Premier League
2021-2022,Wolfsburg,35116.0,390.1000000000001,26.667590272240577,29,410.6333916444818,487.68424027501493,647.6701156222952,494.1080814938972,515.3292491805973,de Bundesliga
2021-2022,Wolves,37682.0,418.7,28.00655935613682,26,333.1028648096591,420.8169665581363,590.0280812434933,473.65006581400036,447.98263753709625,eng Premier League
2022-2023,Ajaccio,37811.0,419.90000000000003,29.53011008785859,36,290.2454661039446,402.3287511178797,631.7017006917077,466.0899825253524,441.4253059711773,fr Ligue 1
2022-2023,Almería,37491.0,416.59999999999997,26.583770118816886,26,414.4132211648437,577.6517049950479,506.55740556989525,413.30886347529423,499.5407772432623,es La Liga
2022-2023,Angers,36431.0,404.8,26.338200982679584,32,337.7712153669107,492.5075099771211,552.3565667867954,450.83434246323884,460.8784307102757,fr Ligue 1
2022-2023,Arsenal,40253.0,447.1,25.448519813840775,24,598.920456836072,455.66269921010195,517.4124401731644,479.4577470176955,523.9985320731129,eng Premier League
2022-2023,Aston Villa,36997.0,410.9,27.35518555558559,24,454.9647452055233,494.6210496239986,523.8748168912911,443.1416447877862,491.15353724027096,eng Premier League
2022-2023,Atalanta,37557.0,417.3,27.178674930661685,26,587.4700004598793,510.4870122953565,592.926481879269,495.5735059638286,563.627831544835,it Serie A
2022-2023,Athletic Club,37693.0,418.8,27.88205237046667,26,426.57669439291044,479.73142442938735,586.1275747496533,493.9784987819325,497.4785645239837,es La Liga
2022-2023,Atlético Madrid,37717.0,418.99999999999994,28.936126734158233,27,671.0325151827315,568.1400750071543,535.8552780512897,460.7456088592783,591.6759560803918,es La Liga
2022-2023,Augsburg,32681.0,363.0,26.115424864600225,33,394.4007916152997,505.3297156823761,558.6083808463168,434.7922269438338,486.1129627146642,de Bundesliga
2022-2023,Auxerre,36397.0,404.20000000000005,27.32571915267742,32,336.97496665224133,420.1963750460909,610.1602235803414,453.31174495043047,455.77718842622454,fr Ligue 1
2022-2023,Barcelona,37489.0,416.4,26.313740030408923,29,611.5110695704661,618.3124428958236,489.76937515613065,477.2640995664626,573.1976292074734,es La Liga
2022-2023,Bayern Munich,34517.0,383.20000000000005,27.242086508097458,28,771.2271588104215,720.2469771010667,630.0538451200554,538.795802609785,707.1759936771813,de Bundesliga
2022-2023,Betis,37365.0,415.40000000000003,29.29213835573077,30,401.8011892350202,441.0155867201157,627.0453607329429,476.21787800891383,489.95404556269295,es La Liga
2022-2023,Bochum,33777.0,375.40000000000003,29.789771146046125,26,377.34276352632423,513.536923584868,646.6845269283066,492.90235440516545,512.5214046798329,de Bundesliga
2022-2023,Bologna,38196.0,424.40000000000003,27.041362969944498,26,385.56619635893287,485.4220673187437,544.4095585068869,445.0234808794102,471.79927406152115,it Serie A
2022-2023,Bournemouth,37816.0,420.09999999999997,26.743976094774702,31,361.56755649526434,433.2522223384536,554.0495053634099,438.85187358746487,449.62309473237593,eng Premier League
2022-2023,Brentford,37803.0,419.80000000000007,26.57339629129963,25,470.27844692456614,472.9645972976703,550.4976839764067,470.61153986789844,497.9135760662144,eng Premier League
2022-2023,Brest,38428.0,427.1,26.855553242427394,28,420.93991790842136,438.2026365288098,631.8146473979608,489.82770803564864,496.98573394506394,fr Ligue 1
2022-2023,Brighton,36467.0,405.3,26.645010557490334,28,553.3668484340105,536.4916880709559,534.5739042880568,496.5883196100474,541.4774802643411,eng Premier League
2022-2023,Celta Vigo,37684.0,418.70000000000005,27.185550569001446,26,402.4199553526958,410.1191820841488,628.5894872404808,469.7009357438223,480.37620822577514,es La Liga
2022-2023,Chelsea,36569.0,406.00000000000006,26.652738853503184,31,392.1783212732758,547.7704547586123,649.6319609122659,516.2787620344403,529.8602456480513,eng Premier League
2022-2023,Clermont Foot,37643.0,418.2,27.64325638232872,28,401.94560440878496,444.31958644004646,593.4385893818867,464.7437601584031,479.90126007690606,fr Ligue 1
2022-2023,Cremonese,38622.0,429.4,26.50351354150484,33,328.31057950211965,383.9053562404955,602.4769153915586,461.85052416134243,438.2309503780579,it Serie A
2022-2023,Crystal Palace,37822.0,420.29999999999995,27.141356882237854,26,388.0011046753834,425.58555677387164,578.0071629469531,489.9912267081652,463.8646081320694,eng Premier League
2022-2023,Cádiz,38812.0,431.1,29.705459709657063,38,285.91564665611946,357.6598529325225,568.9288841230158,432.33144132545135,404.16812790388593,es La Liga
2022-2023,Dortmund,34814.0,386.9,26.210566254670884,30,659.8846799508207,540.2806951579153,582.075781536474,489.3113714553739,594.0803855484033,de Bundesliga
2022-2023,Eint Frankfurt,33747.0,374.5,26.79744569887694,28,495.57740886079876,492.48100942025417,580.2617259507435,469.4406275958307,522.7733814105987,de Bundesliga
2022-2023,Elche,37154.0,412.69999999999993,28.61467151319332,30,322.57586582121013,538.404020388844,559.7708003840552,441.3334366053305,473.58356219803636,es La Liga
2022-2023,Empoli,37401.0,415.49999999999994,25.950188497633757,30,295.9817250534931,474.46859670555205,559.6735048724054,416.2743611992655,443.3746088771502,it Serie A
2022-2023,Espanyol,37875.0,420.79999999999995,29.808479922358362,32,400.9523274311505,539.0552780729081,557.2995460245618,453.3200841911996,499.10238384287345,es La Liga
2022-2023,Everton,36600.0,406.70000000000005,27.193816939890713,27,339.5706770119905,420.06024858727926,582.8636808245169,478.28865614807825,447.4982021412622,eng Premier League
2022-2023,Fiorentina,37039.0,411.40000000000003,27.14826044182094,26,400.5214324220167,501.38198261524144,594.5461254610952,466.25372132735953,498.8165134994511,it Serie A
2022-2023,Freiburg,33736.0,374.7,27.788184728479965,26,476.7055417656859,374.9992812057682,528.2992309807687,476.6772003314639,460.0013513174076,de Bundesliga
2022-2023,Fulham,37963.0,422.0,28.57863445986882,29,389.98035221236154,399.4325369817352,613.6169821392905,448.40474206252475,467.6766237777958,eng Premier League
2022-2023,Getafe,37672.0,418.5,27.781500849437247,25,349.22669383522873,379.51794783328455,564.118017506497,438.65273039518735,430.95421972500344,es La Liga
2022-2023,Girona,37587.0,417.90000000000003,26.59839862739491,28,437.200744107737,506.2828757586228,525.2995388861274,413.04656075249704,489.5943862508291,es La Liga
2022-2023,Gladbach,32854.0,365.09999999999997,26.982766177634385,26,567.6250826784966,367.42205393939383,549.7564566796553,445.4756104768419,494.9345310991819,de Bundesliga
2022-2023,Hellas Verona,36649.0,407.3,27.130699336953263,31,360.52744384376,330.53113298625055,599.3091953363619,457.1354380835128,430.1225907221242,it Serie A
2022-2023,Hertha BSC,34374.0,381.50000000000006,26.578960842497235,31,387.76412512123767,418.394367259949,617.9592086818933,493.23740075182116,474.70590035436,de Bundesliga
2022-2023,Hoffenheim,33590.0,373.3,27.23475439118785,31,442.8819353894787,462.211639396391,564.7376306791489,457.63943274111654,489.9437351550062,de Bundesliga
2022-2023,Inter,37641.0,418.5,29.242679524986052,25,614.603719154953,574.5740663124958,542.8624865977675,454.241038082605,577.3467573550721,it Serie A
2022-2023,Juventus,37710.0,419.29999999999995,28.07265977194378,28,472.4380900259942,474.59253060346606,549.1824111472976,435.0970585697786,498.7376772589193,it Serie A
2022-2023,Köln,33928.0,376.90000000000003,26.47249174722943,27,460.70127769743317,414.8205515935371,674.0600729973319,503.6070640654825,516.5273007627674,de Bundesliga
2022-2023,Lazio,37676.0,418.6,29.12987622360651,24,424.670672582092,573.8633771463967,487.63804628483433,445.55325043844664,495.39069867110766,it Serie A
2022-2023,Lecce,38003.0,422.1,25.171312791095442,29,314.30508872764136,405.67396233715937,588.6620800503978,477.8996549894906,436.2137103717328,it Serie A
2022-2023,Leeds United,37546.0,417.6,25.704194854312046,28,424.37183888320936,443.9674424062811,683.263693850649,526.8722406617727,517.2009917133798,eng Premier League
2022-2023,Leicester City,37488.0,416.4,26.628433426759912,27,498.17134756339414,493.3676970197447,604.9462416855238,476.7867948563409,532.1617620895541,eng Premier League
2022-2023,Lens,38484.0,427.40000000000003,27.07751672421234,27,541.5872512159058,358.90290239803335,549.3511604704076,440.57708428216995,483.2804380281156,fr Ligue 1
2022-2023,Leverkusen,33659.0,373.90000000000003,25.11226136938976,27,505.19134707757456,582.3281607576351,541.6944373057106,445.74706976928354,543.0713150469734,de Bundesliga
2022-2023,Lille,39138.0,434.6,26.56823547447494,26,590.8226734034668,495.86306276257943,524.482971589061,480.4753208918824,537.056235918369,fr Ligue 1
2022-2023,Liverpool,37710.0,419.1,27.825960831313157,28,637.5299854611811,490.20024423914975,563.6413723041071,487.03106153644774,563.7905340014794,eng Premier League
2022-2023,Lorient,36602.0,406.59999999999997,25.644716135730285,28,397.53775788583516,553.2309061905399,553.2599748563775,475.7862709449868,501.34287964425084,fr Ligue 1
2022-2023,Lyon,35618.0,395.6,25.82312463768116,26,639.5086510708345,615.6637101589833,651.5603623429195,535.5197119171563,635.5775745242457,fr Ligue 1
2022-2023,Mainz 05,33640.0,373.8,27.43277942925089,26,468.9398934610776,519.1777748931158,622.5971889487745,509.3467430180562,536.9049524343227,de Bundesliga
2022-2023,Mallorca,37917.0,421.2000000000001,28.157487502716798,31,415.25522478472016,432.40980892770125,551.8075577582799,429.12623867991,466.49086382356717,es La Liga
2022-2023,Manchester City,37700.0,418.59999999999997,27.663415756181717,24,608.8855276531824,652.3859642532672,458.491335430669,448.077920751184,573.2542757790396,eng Premier League
2022-2023,Manchester Utd,37700.0,419.0,27.608145691673172,26,556.1046861928522,685.4959814232117,632.7238651024096,478.8960715193517,624.7748442394912,eng Premier League
2022-2023,Marseille,38506.0,427.8,27.5945721348551,28,546.7107842306576,554.109730929307,603.7034710488371,510.40679033206476,568.1746620696005,fr Ligue 1
2022-2023,Milan,37767.0,419.3,26.37255540551275,30,557.1019443165885,587.2081365049904,606.9464022820964,488.7721353165372,583.7521610345585,it Serie A
2022-2023,Monaco,37646.0,418.30000000000007,25.467427023773695,26,574.6028033671788,452.2521842220896,593.7705888937405,486.0661510473325,540.2085254943363,fr Ligue 1
2022-2023,Montpellier,38821.0,431.29999999999995,26.6799193703206,31,455.36395299835186,576.5010872468847,604.0904424194507,477.00665229388113,545.3184942215624,fr Ligue 1
2022-2023,Monza,37793.0,419.79999999999995,26.981618289101156,31,378.2343210725555,501.53226361830895,534.8450030871759,443.97394986964923,471.53719592601345,it Serie A
2022-2023,Nantes,38523.0,427.9,27.296951041528455,29,409.19742072819787,365.6105498344862,709.4915237963407,490.35863215049926,494.7664981196749,fr Ligue 1
2022-2023,Napoli,39258.0,436.29999999999995,27.027532869296213,26,555.8944958841164,459.9461889437825,541.68213193391,485.58457491748703,519.1742722539362,it Serie A
2022-2023,Newcastle Utd,38364.0,426.3,27.475307580022935,25,502.9973244774982,562.5930039439735,585.420017104267,483.8894987060211,550.3367818419129,eng Premier League
2022-2023,Nice,38192.0,424.6,26.738583996648515,31,558.819552972555,519.0066918439409,667.9747751466828,492.5422959428585,581.9336733210596,fr Ligue 1
2022-2023,Nott'ham Forest,38483.0,427.6,27.099336070819113,33,375.463993450047,327.73477994486944,609.7681529458902,431.5844904826022,437.6556421136022,eng Premier League
2022-2023,Osasuna,37554.0,417.2,28.2279629269917,26,390.9080774642393,460.316769170867,530.01803845218,450.5171200076501,460.41429502909546,es La Liga
2022-2023,Paris S-G,37522.0,416.70000000000005,27.565258805076287,26,776.7184933872346,552.0562357797696,527.7145627216845,468.3036262557425,618.8297639628963,fr Ligue 1
2022-2023,RB Leipzig,33751.0,375.0,26.749717045420876,25,630.0000083630824,471.4625710670903,608.895295900895,482.7928825954578,570.1192917770226,de Bundesliga
2022-2023,Rayo Vallecano,37592.0,417.70000000000005,28.391470430107525,27,376.1971977581938,464.1412787759446,486.8854999193404,461.493087602757,442.4079921511596,es La Liga
2022-2023,Real Madrid,37793.0,420.2,27.853197797543412,26,649.6796163951492,653.1300895843939,491.79966497224746,474.0125499651535,598.2031236505969,es La Liga
2022-2023,Real Sociedad,37921.0,421.4000000000001,26.31248369319241,30,490.34174047446885,554.3911561559474,522.5517818710587,496.65667276501046,522.4282261671583,es La Liga
2022-2023,Reims,36381.0,404.09999999999997,25.579785419532328,33,467.93225489951186,462.3280792292239,628.7375369280363,495.6177585167364,519.665957018924,fr Ligue 1
2022-2023,Rennes,38997.0,433.3999999999999,25.775264763956198,31,564.2293508677026,421.20235981339357,535.0548767085883,469.2146252408842,506.82886246322806,fr Ligue 1
2022-2023,Roma,37538.0,417.40000000000003,27.800487505993928,29,480.37895915580305,431.68540324411015,541.8645863830664,463.3417570929334,484.6429829276599,it Serie A
2022-2023,Salernitana,37783.0,419.8,27.588298970436437,30,423.873057407599,398.0820703653049,558.0102409063644,429.9459383868378,459.9884562264228,it Serie A
2022-2023,Sampdoria,35958.0,399.4,28.0464152622504,35,280.9621406956346,361.917687529634,552.1230892871555,457.64599767503415,398.3343058374747,it Serie A
2022-2023,Sassuolo,37984.0,422.1,26.755125847776945,29,395.36475555073207,417.38737880265734,502.5054437880327,396.8785537459731,438.4191927138074,it Serie A
2022-2023,Schalke 04,33852.0,376.29999999999995,27.934311118988536,36,395.20993255130213,336.2144898603534,583.7807133799914,478.77461744364405,438.401711930549,de Bundesliga
2022-2023,Sevilla,36820.0,409.3,29.266701421280796,34,405.3682694477548,520.2523821602123,553.7654348503681,467.8683828495401,493.1286954861118,es La Liga
2022-2023,Southampton,37879.0,420.9,25.18000951550234,35,302.0302053089027,478.6015313434559,640.0468322017731,469.9008763503125,473.55952295137723,eng Premier League
2022-2023,Spezia,38875.0,431.9,26.15870396877033,34,300.814499924848,435.3267592956841,558.7647672446726,438.75353631467226,431.63534215506826,it Serie A
2022-2023,Strasbourg,36591.0,406.6000000000001,27.67837992949086,28,476.2464819567994,509.6903511811763,661.9958415134737,514.2818633299834,549.3108915504831,fr Ligue 1
2022-2023,Stuttgart,34170.0,379.5,25.266476990049753,30,401.4678280977042,495.6116847826594,589.1817500642634,480.90279315330713,495.42042098154235,de Bundesliga
2022-2023,Torino,39325.0,436.90000000000003,25.57871582962492,27,442.1328272652148,391.37358983973365,522.433514283398,431.28012732073745,451.9799771294488,it Serie A
2022-2023,Tottenham,37788.0,419.79999999999995,27.985516566105648,29,574.1025441191091,442.0431642415548,569.784632885823,462.499085193535,528.6434470821623,eng Premier League
2022-2023,Toulouse,36290.0,403.0,25.397144685943285,28,438.7503314128331,557.7557184567647,641.2379636937765,497.31621407721485,545.9146711877914,fr Ligue 1
2022-2023,Troyes,37909.0,421.5,26.201553720752326,32,418.79107031790613,461.7670308576787,518.6250138131652,431.2282603594432,466.3943716629167,fr Ligue 1
2022-2023,Udinese,37281.0,414.0,26.562067199635838,28,443.51532773283145,371.70150528649316,559.5402682930618,442.03473725464386,458.25236710412884,it Serie A
2022-2023,Union Berlin,32133.0,357.2,28.36029938069897,25,505.8374860249557,338.5880532445232,536.2006885156331,432.6613663397993,460.20874259503734,de Bundesliga
2022-2023,Valencia,37708.0,418.79999999999995,25.679274130378023,28,345.6196506445195,548.3708467251355,578.5572779649793,482.6232509456008,490.84925844487816,es La Liga
2022-2023,Valladolid,37068.0,411.59999999999997,27.708827020610766,34,316.50930583387753,483.0930442397709,601.3693389645947,460.0704731026354,466.99056301274777,es La Liga
2022-2023,Villarreal,38032.0,422.6,28.81699115975584,31,545.6422293005513,498.83475845662724,551.8530429689323,443.75477316218513,532.1100102420369,es La Liga
2022-2023,Werder Bremen,33809.0,375.59999999999997,27.768674021710194,25,485.0737244105632,431.67884091536143,649.9209912464819,493.31313326217406,522.2245188574689,de Bundesliga
2022-2023,West Ham,37924.0,421.4,28.599876067925322,24,363.35429113197574,498.36578715002844,566.2144757730987,467.61499918066374,475.97818468503425,eng Premier League
2022-2023,Wolfsburg,33603.0,373.6000000000001,25.147034490968068,26,473.19557423863455,574.5308500993635,569.9468194343096,467.60223635481,539.2244145907692,de Bundesliga
2022-2023,Wolves,37922.0,421.5,27.575931596980077,30,292.05863907355655,461.3013007541278,551.073061911942,447.8334578947896,434.8110005798755,eng Premier League
2023-2024,Alavés,38001.0,422.1,26.349569802941993,30,407.43551886101227,444.7143421946589,566.7853612975932,573.7035055993675,472.9784074510881,es La Liga
2023-2024,Almería,38485.0,427.6,26.20558807726026,35,431.96051185463585,530.1996363660669,543.3509679134243,584.0665409720409,501.83703871137567,es La Liga
2023-2024,Arsenal,37720.0,419.1,25.402548363636363,25,613.7305836142214,701.1446061675173,544.6568717523949,638.463075324336,619.8440205113778,eng Premier League
2023-2024,Aston Villa,37818.0,419.90000000000003,27.33871436881908,30,617.5448854278936,643.6747549104467,518.5834127934747,529.9362000678931,593.2676843772717,eng Premier League
2023-2024,Atalanta,38359.0,426.3,26.87040523023164,27,700.4835505439565,564.9195094378068,581.1889216138384,664.4638347210602,615.5306605318673,it Serie A
2023-2024,Athletic Club,37590.0,417.6,27.80545357807928,27,542.3495305485384,518.8611665712524,550.0043535288974,634.887062493588,537.0716835495627,es La Liga
2023-2024,Atlético Madrid,38900.0,432.4,29.72009254498715,26,577.1361439505259,661.3786989762962,565.8148283010759,600.7660853597981,601.4432237426327,es La Liga
2023-2024,Augsburg,33842.0,376.2,26.473074877371314,28,480.7685357006767,441.90974088638404,661.2438731130169,620.896441251469,527.9740499000259,de Bundesliga
2023-2024,Barcelona,37516.0,416.79999999999995,26.42098837829193,27,617.8922948558368,716.4888650481861,548.3352283456293,617.394581425392,627.5721294165506,es La Liga
2023-2024,Bayern Munich,33682.0,374.40000000000003,27.932747855701304,30,764.6470628352747,771.5975566611339,630.8124989075642,655.6607350623785,722.3523728013242,de Bundesliga
2023-2024,Betis,38636.0,429.4,28.659822517082024,35,499.777557189398,483.66543764411654,581.6972812536706,637.0298017146677,521.713425362395,es La Liga
2023-2024,Bochum,33724.0,374.9,29.541905844155842,25,463.81819313644013,419.63124897063716,696.365282360017,664.1367512882434,526.6049081556981,de Bundesliga
2023-2024,Bologna,37677.0,418.50000000000006,25.581410409533667,27,417.8909647853825,456.6533456421282,575.4765739961006,597.2964787600637,483.3402948078704,it Serie A
2023-2024,Bournemouth,37851.0,420.70000000000005,26.096924784021564,30,437.96060314977655,647.4421911531678,589.9952914717131,653.2911367955354,558.4660285915525,eng Premier League
2023-2024,Brentford,38398.0,426.80000000000007,27.18182421315217,28,473.5711183998786,579.067452506106,636.202403554163,637.158707327682,562.9469914867159,eng Premier League
2023-2024,Brest,33896.0,376.70000000000005,27.415494414563508,26,459.9105567923594,525.9897743369506,684.6269653026606,693.9105719600319,556.8424321439902,fr Ligue 1
2023-2024,Brighton,37778.0,419.59999999999997,26.36036317433427,30,422.61735548229836,590.6785278107834,586.0718522713946,609.0901081455172,533.1225785214921,eng Premier League
2023-2024,Burnley,37729.0,419.09999999999997,24.675527482865206,31,372.03636837273103,522.0041487914756,568.5745414846921,584.1560949408241,487.5383528829663,eng Premier League
